folder n coef type seed tests id
dataset_16_50k 13714 63708 2 36 1000 136
dataset_16_50k 48885 4465 2 37 1000 137
dataset_16_50k 17301 3780 2 38 1000 138
dataset_16_50k 2944 7255 2 39 1000 139
dataset_16_50k 16940 60593 2 40 1000 140
dataset_16_50k 35118 18114 2 41 1000 141
dataset_16_50k 13961 65394 2 42 1000 142
dataset_16_50k 21931 26350 2 43 1000 143
dataset_16_50k 17407 62246 2 44 1000 144
dataset_16_50k 12311 8836 2 45 1000 145
dataset_16_50k 11737 4414 2 46 1000 146
dataset_16_50k 47224 56584 2 47 1000 147
dataset_16_50k 7157 59362 2 48 1000 148
dataset_16_50k 39562 23505 2 49 1000 149
dataset_16_50k 20211 9813 2 50 1000 150
dataset_16_50k 46235 51030 2 51 1000 151
dataset_16_50k 46776 30248 2 52 1000 152
dataset_16_50k 9715 1284 2 53 1000 153
dataset_16_50k 34768 29062 2 54 1000 154
dataset_16_50k 4797 63493 2 55 1000 155
dataset_16_50k 27528 19111 2 56 1000 156
dataset_16_50k 17737 30131 2 57 1000 157
dataset_16_50k 37265 5183 2 58 1000 158
dataset_16_50k 5917 64268 2 59 1000 159
dataset_16_50k 11719 51623 2 60 1000 160
dataset_16_50k 9808 16260 2 61 1000 161
dataset_16_50k 45578 13942 2 62 1000 162
dataset_16_50k 43771 65385 2 63 1000 163
dataset_16_50k 48487 31987 2 64 1000 164
dataset_16_50k 5244 8000 2 65 1000 165
dataset_16_50k 11221 17350 2 66 1000 166
dataset_16_50k 27571 12045 2 67 1000 167
dataset_16_50k 31857 48574 2 68 1000 168
dataset_16_50k 32939 46691 2 69 1000 169
dataset_16_50k 6380 5562 2 70 1000 170
dataset_16_50k 48356 46486 2 71 1000 171
dataset_16_50k 41507 47361 2 72 1000 172
dataset_16_50k 16341 49948 2 73 1000 173
dataset_16_50k 43452 54677 2 74 1000 174
dataset_16_50k 20359 20851 2 75 1000 175
dataset_16_50k 19877 4020 2 76 1000 176
dataset_16_50k 10949 50303 2 77 1000 177
dataset_16_50k 43619 3299 2 78 1000 178
dataset_16_50k 26343 12714 2 79 1000 179
dataset_16_50k 9226 16947 2 80 1000 180
dataset_16_50k 41795 45289 2 81 1000 181
dataset_16_50k 24571 42322 2 82 1000 182
dataset_16_50k 33886 25714 2 83 1000 183
dataset_16_50k 12999 17995 2 84 1000 184
dataset_16_50k 35718 7823 2 85 1000 185
dataset_16_50k 23673 175 2 86 1000 186
dataset_16_50k 16809 17774 2 87 1000 187
dataset_16_50k 16139 37602 2 88 1000 188
dataset_16_50k 35927 60795 2 89 1000 189
dataset_16_50k 32107 4279 2 90 1000 190
dataset_16_50k 29239 13346 2 91 1000 191
dataset_16_50k 49170 56206 2 92 1000 192
dataset_16_50k 39311 52102 2 93 1000 193
dataset_16_50k 43482 51598 2 94 1000 194
dataset_16_50k 26860 37940 2 95 1000 195
dataset_16_50k 23049 3819 2 96 1000 196
dataset_16_50k 39093 53599 2 97 1000 197
dataset_16_50k 46590 12377 2 98 1000 198
dataset_16_50k 42290 56153 2 99 1000 199
dataset_16_50k 22921 34807 3 0 1000 200
dataset_16_50k 9191 61996 3 1 1000 201
dataset_16_50k 31599 63352 3 2 1000 202
dataset_16_50k 13404 26522 3 3 1000 203
dataset_16_50k 11260 57254 3 4 1000 204
dataset_16_50k 14947 16798 3 5 1000 205
dataset_16_50k 5680 58657 3 6 1000 206
dataset_16_50k 2363 23492 3 7 1000 207
dataset_16_50k 35978 11230 3 8 1000 208
dataset_16_50k 31102 26526 3 9 1000 209
dataset_16_50k 49735 9120 3 10 1000 210
dataset_16_50k 15340 55288 3 11 1000 211
dataset_16_50k 20845 60197 3 12 1000 212
dataset_16_50k 33382 7509 3 13 1000 213
dataset_16_50k 16351 19220 3 14 1000 214
dataset_16_50k 21081 21170 3 15 1000 215
dataset_16_50k 12018 41978 3 16 1000 216
dataset_16_50k 27133 64735 3 17 1000 217
dataset_16_50k 28894 16890 3 18 1000 218
dataset_16_50k 6790 10914 3 19 1000 219
dataset_16_50k 14143 40723 3 20 1000 220
dataset_16_50k 10880 40547 3 21 1000 221
dataset_16_50k 21898 30996 3 22 1000 222
dataset_16_50k 43908 16916 3 23 1000 223
dataset_16_50k 48677 16594 3 24 1000 224
dataset_16_50k 45058 25333 3 25 1000 225
dataset_16_50k 13605 11391 3 26 1000 226
dataset_16_50k 41658 41265 3 27 1000 227
dataset_16_50k 8704 35091 3 28 1000 228
dataset_16_50k 5395 46927 3 29 1000 229
dataset_16_50k 25072 7566 3 30 1000 230
dataset_16_50k 26164 52224 3 31 1000 231
dataset_16_50k 22650 9862 3 32 1000 232
dataset_16_50k 17282 31783 3 33 1000 233
dataset_16_50k 17583 11863 3 34 1000 234
dataset_16_50k 7903 58231 3 35 1000 235
dataset_16_50k 369 27119 3 36 1000 236
dataset_16_50k 13183 48949 3 37 1000 237
dataset_16_50k 40171 23042 3 38 1000 238
dataset_16_50k 42132 34203 3 39 1000 239
dataset_16_50k 20195 11996 3 40 1000 240
dataset_16_50k 27369 54038 3 41 1000 241
dataset_16_50k 15063 8460 3 42 1000 242
dataset_16_50k 49557 47576 3 43 1000 243
dataset_16_50k 47656 65306 3 44 1000 244
dataset_16_50k 2389 24113 3 45 1000 245
dataset_16_50k 7235 5240 3 46 1000 246
dataset_16_50k 4578 63155 3 47 1000 247
dataset_16_50k 48321 59398 3 48 1000 248
dataset_16_50k 8784 46653 3 49 1000 249
dataset_16_50k 23758 39194 3 50 1000 250
dataset_16_50k 30882 6914 3 51 1000 251
dataset_16_50k 21987 17678 3 52 1000 252
dataset_16_50k 48853 30446 3 53 1000 253
dataset_16_50k 41470 53135 3 54 1000 254
dataset_16_50k 26386 56878 3 55 1000 255
dataset_16_50k 30986 13615 3 56 1000 256
dataset_16_50k 15487 55430 3 57 1000 257
dataset_16_50k 1537 33597 3 58 1000 258
dataset_16_50k 6472 55270 3 59 1000 259
dataset_16_50k 29713 47527 3 60 1000 260
dataset_16_50k 29831 38429 3 61 1000 261
dataset_16_50k 44765 8527 3 62 1000 262
dataset_16_50k 9003 11493 3 63 1000 263
dataset_16_50k 40588 31762 3 64 1000 264
dataset_16_50k 36759 30855 3 65 1000 265
dataset_16_50k 12988 663 3 66 1000 266
dataset_16_50k 2176 28757 3 67 1000 267
dataset_16_50k 12647 65458 3 68 1000 268
dataset_16_50k 9201 53950 3 69 1000 269
dataset_16_50k 24583 21498 3 70 1000 270
dataset_16_50k 34877 43601 3 71 1000 271
dataset_16_50k 3496 10790 3 72 1000 272
dataset_16_50k 47996 42470 3 73 1000 273
dataset_16_50k 24586 59022 3 74 1000 274
dataset_16_50k 459 18155 3 75 1000 275
dataset_16_50k 27822 57588 3 76 1000 276
dataset_16_50k 18059 1333 3 77 1000 277
dataset_16_50k 21185 46311 3 78 1000 278
dataset_16_50k 7602 61380 3 79 1000 279
dataset_16_50k 2093 41448 3 80 1000 280
dataset_16_50k 44884 34413 3 81 1000 281
dataset_16_50k 35137 9152 3 82 1000 282
dataset_16_50k 45663 1662 3 83 1000 283
dataset_16_50k 41332 24630 3 84 1000 284
dataset_16_50k 42430 64637 3 85 1000 285
dataset_16_50k 9472 47336 3 86 1000 286
dataset_16_50k 47449 54725 3 87 1000 287
dataset_16_50k 23682 61025 3 88 1000 288
dataset_16_50k 45479 45314 3 89 1000 289
dataset_16_50k 41298 61383 3 90 1000 290
dataset_16_50k 28520 42089 3 91 1000 291
dataset_16_50k 29266 24676 3 92 1000 292
dataset_16_50k 43480 42746 3 93 1000 293
dataset_16_50k 38354 59374 3 94 1000 294
dataset_16_50k 5592 36999 3 95 1000 295
dataset_16_50k 14580 30891 3 96 1000 296
dataset_16_50k 14697 65023 3 97 1000 297
dataset_16_50k 43271 24308 3 98 1000 298
dataset_16_50k 26341 59696 3 99 1000 299
dataset_16_50k 11315 545 4 0 1000 300
dataset_16_50k 23038 24100 4 1 1000 301
dataset_16_50k 12108 58455 4 2 1000 302
dataset_16_50k 25295 26472 4 3 1000 303
dataset_16_50k 44060 54795 4 4 1000 304
dataset_16_50k 43536 54194 4 5 1000 305
dataset_16_50k 32315 39114 4 6 1000 306
dataset_16_50k 48221 56996 4 7 1000 307
dataset_16_50k 12962 47643 4 8 1000 308
dataset_16_50k 15278 31417 4 9 1000 309
dataset_16_50k 19983 56235 4 10 1000 310
dataset_16_50k 33799 37434 4 11 1000 311
dataset_16_50k 29584 56312 4 12 1000 312
dataset_16_50k 44214 50994 4 13 1000 313
dataset_16_50k 32642 31525 4 14 1000 314
dataset_16_50k 44571 15683 4 15 1000 315
dataset_16_50k 48538 29334 4 16 1000 316
dataset_16_50k 40622 4893 4 17 1000 317
dataset_16_50k 343 22832 4 18 1000 318
dataset_16_50k 2825 47975 4 19 1000 319
dataset_16_50k 1783 19908 4 20 1000 320
dataset_16_50k 36694 59836 4 21 1000 321
dataset_16_50k 1139 23102 4 22 1000 322
dataset_16_50k 13235 19208 4 23 1000 323
dataset_16_50k 26132 45357 4 24 1000 324
dataset_16_50k 12908 11069 4 25 1000 325
dataset_16_50k 44366 34007 4 26 1000 326
dataset_16_50k 9040 49940 4 27 1000 327
dataset_16_50k 28376 63395 4 28 1000 328
dataset_16_50k 15151 48287 4 29 1000 329
dataset_16_50k 34906 33334 4 30 1000 330
dataset_16_50k 39390 25819 4 31 1000 331
dataset_16_50k 7619 20049 4 32 1000 332
dataset_16_50k 37109 24251 4 33 1000 333
dataset_16_50k 23504 19928 4 34 1000 334
dataset_16_50k 7307 49946 4 35 1000 335
dataset_16_50k 35058 54100 4 36 1000 336
dataset_16_50k 44053 22261 4 37 1000 337
dataset_16_50k 33694 6005 4 38 1000 338
dataset_16_50k 24789 33175 4 39 1000 339
dataset_16_50k 16574 41262 4 40 1000 340
dataset_16_50k 4886 3788 4 41 1000 341
dataset_16_50k 23570 17999 4 42 1000 342
dataset_16_50k 41377 34826 4 43 1000 343
dataset_16_50k 46678 46295 4 44 1000 344
dataset_16_50k 21922 37113 4 45 1000 345
dataset_16_50k 35215 15805 4 46 1000 346
dataset_16_50k 1282 5283 4 47 1000 347
dataset_16_50k 10462 6349 4 48 1000 348
dataset_16_50k 24959 60069 4 49 1000 349
dataset_16_50k 21709 14126 4 50 1000 350
dataset_16_50k 39186 25140 4 51 1000 351
dataset_16_50k 24458 8694 4 52 1000 352
dataset_16_50k 41617 18436 4 53 1000 353
dataset_16_50k 17341 43936 4 54 1000 354
dataset_16_50k 14682 43108 4 55 1000 355
dataset_16_50k 21896 54347 4 56 1000 356
dataset_16_50k 18336 64489 4 57 1000 357
dataset_16_50k 25110 36830 4 58 1000 358
dataset_16_50k 41225 15482 4 59 1000 359
dataset_16_50k 11181 51997 4 60 1000 360
dataset_16_50k 887 38915 4 61 1000 361
dataset_16_50k 6915 19730 4 62 1000 362
dataset_16_50k 49580 8741 4 63 1000 363
dataset_16_50k 19909 5393 4 64 1000 364
dataset_16_50k 10858 8654 4 65 1000 365
dataset_16_50k 47262 61245 4 66 1000 366
dataset_16_50k 36081 20133 4 67 1000 367
dataset_16_50k 46497 25289 4 68 1000 368
dataset_16_50k 25160 45129 4 69 1000 369
dataset_16_50k 501 6490 4 70 1000 370
dataset_16_50k 9959 11706 4 71 1000 371
dataset_16_50k 39933 59877 4 72 1000 372
dataset_16_50k 4653 15548 4 73 1000 373
dataset_16_50k 41183 22251 4 74 1000 374
dataset_16_50k 26387 4187 4 75 1000 375
dataset_16_50k 38734 6906 4 76 1000 376
dataset_16_50k 19051 53283 4 77 1000 377
dataset_16_50k 21001 45900 4 78 1000 378
dataset_16_50k 15033 42563 4 79 1000 379
dataset_16_50k 846 56389 4 80 1000 380
dataset_16_50k 25995 46832 4 81 1000 381
dataset_16_50k 34823 1413 4 82 1000 382
dataset_16_50k 26515 23710 4 83 1000 383
dataset_16_50k 36455 32973 4 84 1000 384
dataset_16_50k 25007 45628 4 85 1000 385
dataset_16_50k 31093 45569 4 86 1000 386
dataset_16_50k 11351 7543 4 87 1000 387
dataset_16_50k 40901 12192 4 88 1000 388
dataset_16_50k 10715 8773 4 89 1000 389
dataset_16_50k 30382 31715 4 90 1000 390
dataset_16_50k 20991 53768 4 91 1000 391
dataset_16_50k 48295 35055 4 92 1000 392
dataset_16_50k 21520 36204 4 93 1000 393
dataset_16_50k 26253 32337 4 94 1000 394
dataset_16_50k 28582 7322 4 95 1000 395
dataset_16_50k 15878 46818 4 96 1000 396
dataset_16_50k 26782 45474 4 97 1000 397
dataset_16_50k 18459 29120 4 98 1000 398
dataset_16_50k 24877 51406 4 99 1000 399
dataset_16_50k 20585 46245 5 0 1000 400
dataset_16_50k 34640 21371 5 1 1000 401
dataset_16_50k 38087 45445 5 2 1000 402
dataset_16_50k 4528 28453 5 3 1000 403
dataset_16_50k 47354 33187 5 4 1000 404
dataset_16_50k 38732 50072 5 5 1000 405
dataset_16_50k 42510 11794 5 6 1000 406
dataset_16_50k 44855 11234 5 7 1000 407
dataset_16_50k 11635 45350 5 8 1000 408
dataset_16_50k 3898 58564 5 9 1000 409
dataset_16_50k 10783 59043 5 10 1000 410
dataset_16_50k 26046 36047 5 11 1000 411
dataset_16_50k 27919 40773 5 12 1000 412
dataset_16_50k 24336 39137 5 13 1000 413
dataset_16_50k 41688 57373 5 14 1000 414
dataset_16_50k 28065 48509 5 15 1000 415
dataset_16_50k 2796 44818 5 16 1000 416
dataset_16_50k 11779 40501 5 17 1000 417
dataset_16_50k 29974 41340 5 18 1000 418
dataset_16_50k 35333 62458 5 19 1000 419
dataset_16_50k 18631 56830 5 20 1000 420
dataset_16_50k 30702 48776 5 21 1000 421
dataset_16_50k 2735 53675 5 22 1000 422
dataset_16_50k 2460 64571 5 23 1000 423
dataset_16_50k 48308 9549 5 24 1000 424
dataset_16_50k 4199 35469 5 25 1000 425
dataset_16_50k 1823 53035 5 26 1000 426
dataset_16_50k 34717 40043 5 27 1000 427
dataset_16_50k 38851 56072 5 28 1000 428
dataset_16_50k 45060 30162 5 29 1000 429
dataset_16_50k 8565 7376 5 30 1000 430
dataset_16_50k 21420 12308 5 31 1000 431
dataset_16_50k 3869 52670 5 32 1000 432
dataset_16_50k 5086 11254 5 33 1000 433
dataset_16_50k 27863 29049 5 34 1000 434
dataset_16_50k 23240 11606 5 35 1000 435
dataset_16_50k 32172 15153 5 36 1000 436
dataset_16_50k 20665 40743 5 37 1000 437
dataset_16_50k 22961 61580 5 38 1000 438
dataset_16_50k 49947 42752 5 39 1000 439
dataset_16_50k 39748 8161 5 40 1000 440
dataset_16_50k 19998 22697 5 41 1000 441
dataset_16_50k 7633 5939 5 42 1000 442
dataset_16_50k 16899 35037 5 43 1000 443
dataset_16_50k 13609 41982 5 44 1000 444
dataset_16_50k 21003 13924 5 45 1000 445
dataset_16_50k 11974 10590 5 46 1000 446
dataset_16_50k 26003 29809 5 47 1000 447
dataset_16_50k 33495 61210 5 48 1000 448
dataset_16_50k 28766 2131 5 49 1000 449
dataset_16_50k 34088 12982 5 50 1000 450
dataset_16_50k 46688 63125 5 51 1000 451
dataset_16_50k 18889 956 5 52 1000 452
dataset_16_50k 36107 53046 5 53 1000 453
dataset_16_50k 26721 44522 5 54 1000 454
dataset_16_50k 46101 31596 5 55 1000 455
dataset_16_50k 43594 22202 5 56 1000 456
dataset_16_50k 13055 37187 5 57 1000 457
dataset_16_50k 19955 9629 5 58 1000 458
dataset_16_50k 34269 8068 5 59 1000 459
dataset_16_50k 319 49247 5 60 1000 460
dataset_16_50k 18246 7925 5 61 1000 461
dataset_16_50k 15278 50983 5 62 1000 462
dataset_16_50k 838 12275 5 63 1000 463
dataset_16_50k 23670 58756 5 64 1000 464
dataset_16_50k 12867 12302 5 65 1000 465
dataset_16_50k 28060 38122 5 66 1000 466
dataset_16_50k 23114 21 5 67 1000 467
dataset_16_50k 1114 11568 5 68 1000 468
dataset_16_50k 22424 40378 5 69 1000 469
dataset_16_50k 17114 3017 5 70 1000 470
dataset_16_50k 32597 31299 5 71 1000 471
dataset_16_50k 1382 8572 5 72 1000 472
dataset_16_50k 24817 22837 5 73 1000 473
dataset_16_50k 40545 63697 5 74 1000 474
dataset_16_50k 35878 12884 5 75 1000 475
dataset_16_50k 21268 35 5 76 1000 476
dataset_16_50k 16876 65484 5 77 1000 477
dataset_16_50k 17823 6986 5 78 1000 478
dataset_16_50k 49213 20494 5 79 1000 479
dataset_16_50k 1129 586 5 80 1000 480
dataset_16_50k 16747 34823 5 81 1000 481
dataset_16_50k 7389 49461 5 82 1000 482
dataset_16_50k 18575 53210 5 83 1000 483
dataset_16_50k 40471 26977 5 84 1000 484
dataset_16_50k 30931 10205 5 85 1000 485
dataset_16_50k 17673 31353 5 86 1000 486
dataset_16_50k 25221 43801 5 87 1000 487
dataset_16_50k 44293 51740 5 88 1000 488
dataset_16_50k 7724 30393 5 89 1000 489
dataset_16_50k 21263 6023 5 90 1000 490
dataset_16_50k 47208 63881 5 91 1000 491
dataset_16_50k 9817 57245 5 92 1000 492
dataset_16_50k 37798 13566 5 93 1000 493
dataset_16_50k 26291 60182 5 94 1000 494
dataset_16_50k 5478 63717 5 95 1000 495
dataset_16_50k 18263 18831 5 96 1000 496
dataset_16_50k 19177 22019 5 97 1000 497
dataset_16_50k 41119 31858 5 98 1000 498
dataset_16_50k 42838 26482 5 99 1000 499
dataset_16_50k 27628 23898 6 0 1000 500
dataset_16_50k 26070 34510 6 1 1000 501
dataset_16_50k 35735 18218 6 2 1000 502
dataset_16_50k 24768 26706 6 3 1000 503
dataset_16_50k 15672 49017 6 4 1000 504
dataset_16_50k 10681 13510 6 5 1000 505
dataset_16_50k 9245 19379 6 6 1000 506
dataset_16_50k 18012 5495 6 7 1000 507
dataset_16_50k 45178 49051 6 8 1000 508
dataset_16_50k 36035 9763 6 9 1000 509
dataset_16_50k 41060 45962 6 10 1000 510
dataset_16_50k 13906 38859 6 11 1000 511
dataset_16_50k 25947 47478 6 12 1000 512
dataset_16_50k 32909 24509 6 13 1000 513
dataset_16_50k 42972 10394 6 14 1000 514
dataset_16_50k 24464 6913 6 15 1000 515
dataset_16_50k 42535 48947 6 16 1000 516
dataset_16_50k 44519 57100 6 17 1000 517
dataset_16_50k 17263 27317 6 18 1000 518
dataset_16_50k 29377 59444 6 19 1000 519
dataset_16_50k 15723 15877 6 20 1000 520
dataset_16_50k 23367 27983 6 21 1000 521
dataset_16_50k 32285 35694 6 22 1000 522
dataset_16_50k 11558 953 6 23 1000 523
dataset_16_50k 47230 1424 6 24 1000 524
dataset_16_50k 36830 2660 6 25 1000 525
dataset_16_50k 49068 63545 6 26 1000 526
dataset_16_50k 41563 57428 6 27 1000 527
dataset_16_50k 20085 53041 6 28 1000 528
dataset_16_50k 17355 36829 6 29 1000 529
dataset_16_50k 36322 6787 6 30 1000 530
dataset_16_50k 17053 59696 6 31 1000 531
dataset_16_50k 32850 58179 6 32 1000 532
dataset_16_50k 32670 61823 6 33 1000 533
dataset_16_50k 31082 41660 6 34 1000 534
dataset_16_50k 11219 23586 6 35 1000 535
dataset_16_50k 3717 58511 6 36 1000 536
dataset_16_50k 1678 19337 6 37 1000 537
dataset_16_50k 18532 60459 6 38 1000 538
dataset_16_50k 2133 46235 6 39 1000 539
dataset_16_50k 28651 10696 6 40 1000 540
dataset_16_50k 31451 11218 6 41 1000 541
dataset_16_50k 32487 49902 6 42 1000 542
dataset_16_50k 22397 39825 6 43 1000 543
dataset_16_50k 4781 26622 6 44 1000 544
dataset_16_50k 30635 48566 6 45 1000 545
dataset_16_50k 9973 45897 6 46 1000 546
dataset_16_50k 8564 31074 6 47 1000 547
dataset_16_50k 27163 32174 6 48 1000 548
dataset_16_50k 28045 22065 6 49 1000 549
dataset_16_50k 6762 48095 6 50 1000 550
dataset_16_50k 132 16782 6 51 1000 551
dataset_16_50k 29110 25593 6 52 1000 552
dataset_16_50k 30405 39644 6 53 1000 553
dataset_16_50k 26659 4576 6 54 1000 554
dataset_16_50k 26297 6976 6 55 1000 555
dataset_16_50k 12696 50607 6 56 1000 556
dataset_16_50k 20146 17319 6 57 1000 557
dataset_16_50k 10341 8117 6 58 1000 558
dataset_16_50k 41320 22460 6 59 1000 559
dataset_16_50k 37535 59929 6 60 1000 560
dataset_16_50k 22253 19223 6 61 1000 561
dataset_16_50k 17934 10180 6 62 1000 562
dataset_16_50k 14415 35834 6 63 1000 563
dataset_16_50k 6888 11839 6 64 1000 564
dataset_16_50k 45346 24824 6 65 1000 565
dataset_16_50k 38295 54661 6 66 1000 566
dataset_16_50k 8496 43813 6 67 1000 567
dataset_16_50k 7260 30958 6 68 1000 568
dataset_16_50k 8571 63505 6 69 1000 569
dataset_16_50k 5527 772 6 70 1000 570
dataset_16_50k 40445 58592 6 71 1000 571
dataset_16_50k 24149 36865 6 72 1000 572
dataset_16_50k 39012 8538 6 73 1000 573
dataset_16_50k 11741 65443 6 74 1000 574
dataset_16_50k 18756 20179 6 75 1000 575
dataset_16_50k 47796 31798 6 76 1000 576
dataset_16_50k 7136 50067 6 77 1000 577
dataset_16_50k 10878 35821 6 78 1000 578
dataset_16_50k 40986 42874 6 79 1000 579
dataset_16_50k 17650 57422 6 80 1000 580
dataset_16_50k 17004 56255 6 81 1000 581
dataset_16_50k 5736 7108 6 82 1000 582
